Italian,English
Identificazione dei Configuration Item,Identification of the Configuration Items
Finanza in Conto Proprio - Titoli - Negoziazione Bond - Trading proprietario DCTFG,Own Account Finance - Securities - Bond Trading - Proprietary Trading DCTFG
Finanza in Conto Terzi - Titoli - Negoziazione tramite piattaforma Market Hub,Third Party Finance - Securities - Trading via the Market Hub platform
Negoziazione - Pagamento degli assegni estero,Negotiation - Payment of foreign checks
Gestione degli Interventi Agevolati - Specificita' di Prodotto - Legge 488-92,Management of Subsidized Interventions - Product Specificity - Law 488-92
Banche - Attribuzione manuale del rating,Banks - Manual rating assignment
Equity Capital Markets - Private Placement,Equity Capital Markets - Private Placements
Attivazione ed esecuzione giornaliera dei test mattutini Gestione Operativa,Activation and daily execution of the Operational Management morning tests
Gestione Tasso Asset and Liability Management - Rischi di BT derivanti da operativita' euro a MLT con coperture IAS compliant,Rate Management Asset and Liability Management - BT risks deriving from Euro to MLT transactions with IAS compliant hedges
Leva Finanziaria individuale (Base LEVI) _ Generazione flussi - verifica dati - invio segnalazione,Individual Leverage (LEVI Base) _ Flow generation - data verification - reporting submission
Concessione - Contatto leasing,Concession - Lease contact
Gestione Contributi - Gestione Contributi Fuori Rata,Contribution Management - Out of Installment Contribution Management
Gestione fatture standard - fatture competenza anni precedenti - note di credito,Management of standard invoices - invoices for previous years - credit notes
Rischio di Credito - Aggiornamento dati motore di calcolo della competenza deliberativa in RWA,Credit Risk - Updating of engine data for calculating decision-making competence in RWA
Gestione Apparecchiature Self - Recupero e gestione delle carte catturate,Self Equipment Management - Recovery and management of captured cards
Gestione Anomalie IBMi,IBMi Anomaly Management
Tesoreria Enti - Gestione Servizio - Servizi accessori,Corporate Treasury - Service Management - Ancillary services
Gestione Identity and Access Management per Utenti Esterni,Identity and Access Management for External Users
Segnalazione statistica consolidata non armonizzata (Base EP) e fase EP_USD,Non-harmonised consolidated statistical reporting (Base EP) and phase EP_USD
Analisi delle sessioni di verifica svolte,Analysis of the verification sessions carried out
Credit Risk Mitigation - Cambiale Agraria - Primo rilascio,Credit Risk Mitigation - Agricultural Bill - First issue
Carte prepagate - Emissione richiesta da Clientela Privati - Internet Banking e App Mobile,Prepaid cards - Issuance requested by Private Customers - Internet Banking and Mobile App
Definizione del piano degli investimenti e autorizzazione dei progetti,Definition of the investment plan and project authorization
Garanzie Ipotecarie - Rinnovi ipotecari,Mortgage guarantees - Mortgage renewals
Manutenzioni Evolutive,Evolutionary maintenance
Pagamento assegni tratti e negoziati,Payment of checks drawn and negotiated
Dichiarazione - liquidazione - versamento - contabilizzazione imposta bollo assolta in modo virtuale,Declaration - liquidation - payment - accounting of stamp duty paid virtually
Rilascio e Ritiro del badge provvisorio per le Filiali,Issuance and Withdrawal of the temporary badge for Branches
Carte di debito e di servizio - Emissione richiesta da Clientela Privati - Internet Banking e App Mobile,Debit and service cards - Issuance requested by Private Customers - Internet Banking and Mobile App
Creazione e aggiornamento siti,Website creation and updating
Liquidazione e versamento IVA in capo alla Societa' rappresentante,VAT settlement and payment by the representative Company
Calcolo e Certificazione Profit and Loss Theoretical,Profit and Loss Theoretical Calculation and Certification
Servizi di Identificazione e Riconoscimento a Distanza - Firma Grafometrica del Cliente - Sottoscrizione della documentazione prodotta dalla Banca in formato elettronico,Remote Identification and Recognition Services - Client's Graphometric Signature - Signing of the documentation produced by the Bank in electronic format
Internalizzatore sistematico - Report,Systematic Internalizer - Report
Gestione Tasso Asset and Liability Management - Modello delle Poste a Vista a Medio e Lungo Termine,Rate management Asset and Liability Management - Model of medium and long-term demand items
Garanzie Pignoratizie - Particolarita' operative per Pegno su Merci o su documenti rappresentativi di merci,Pledges - Operational details for pledges on goods or documents representing goods
Concessione - Perfezionamento leasing,Concession - Lease completion
Bilancio Consolidato - Consolidamento dati e chiusura archivio,Consolidated Financial Statements - Data consolidation and archive closing
Contabilita' locazioni passive,Accounting for passive leases
Concessione - Financial Institutions ONE - Delibera,Concession - Financial Institutions ONE - Resolution
Rimesse doc. incassi doc.exp.- Sconto pro soluto effetti con voltura polizza SACE Credito Fornitore,Remittances doc. receipts doc.exp.- Discount without recourse bills with transfer of SACE Supplier Credit policy
Servizi di Remote Banking destinati a Persone Giuridiche - My Key Business - PostVendita Estinzione e Recesso del Cliente,Remote Banking services for Legal Persons - My Key Business - Post-Sale Termination and Customer Withdrawal
Istituzione modifica soppressione di strutture organizzative (Iter autorizzativo),"Establishment, modification, suppression of organizational structures (authorisation process)"
Calcolo della riserva - Valutazione analitico-statistica dei crediti deteriorati,Calculation of the reserve - Analytical-statistical evaluation of non-performing loans
Estinzione del mandato fiduciario e chiusura dei rapporti sottostanti,Termination of the fiduciary mandate and termination of the underlying relationships
Apertura Problem Proattivo,Proactive Problem Opening
Operativita' in prestito Titoli con Clientela BdT e Loan Interni,Securities lending operations with BdT and Internal Loan customers
Scudo Fiscale Ter - Trasferimento altro intermediario,Tax Shield Ter - Transfer to another intermediary
Gestione accordi per lo scambio di MT101 con Banche Terze,Management of agreements for the exchange of MT101 with Third Party Banks
Gestione assegni esteri smarriti,Management of lost foreign checks
Modifica della classificazione di DIRITTO su richiesta del Cliente - CIB,Modification of the classification of LAW at the request of the Client - CIB
Gestione Attivita' Amministrativa F23 e F24,Management of Administrative Activities F23 and F24
Prodotti e Servizi Finanziari - Derivati OTC - Attivazione e Gestione del servizio di Ricerca in materia di Investimenti - BdT,Financial Products and Services - OTC Derivatives - Activation and Management of the Investment Research Service - BdT
Monitoraggio pianificazione Problem Proattivo,Proactive Problem Planning Monitoring
Gestione Past Due - Gestione delle contestazioni di debitori ceduti factoring,Past Due Management - Management of disputes of factored debtors
Gestione Sofferenze - Gestione Avvisi 498 e altre comunicazioni,Bad Loans Management - Management of 498 Notices and other communications
Key Management,Key Management
Operazioni di cambio collocatore,Placement exchange transactions
Finanza in Conto Proprio - Derivati OTC - Conferme - Operativita' in Derivati su Commodities,Own Account Finance - OTC Derivatives - Confirmations - Transactions in Derivatives on Commodities
Gestione rate,Installment management
Concessione - Privati - Accollo e Liberazione Coobbligato mutuo - Perfezionamento,Concession - Private individuals - Acceptance and release Mortgage co-obligee - Improvement
Inadempienza Probabile - Accordi di Ristrutturazione-Piani di Risanamento,Probable Default - Restructuring Agreements-Recovery Plans
Rilascio della delega su deposito titoli,Issuance of the proxy on securities deposit
Controlli sui Fornitori trattamento contante,Checks on Cash Handling Suppliers
Trasferimenti Titoli,Title Transfers
Esecuzione del Piano del Fondo di Beneficenza - Definizione plafond per Liberalita' Territoriali,Execution of the Charity Fund Plan - Plafond definition for Territorial Donations
DFA - Divulgazione delle informazioni verso la Clientela,DFA - Disclosure of information to customers
Bonifici estero in entrata - Gestione penali - Uso fondi per rettifica valuta,Incoming foreign transfers - Management of penalties - Use of funds for currency adjustment
Gestione Sofferenze - Conteggi ex art. 2855 cc ed estratti conti su mutui,Management of bad debts - Counts pursuant to art. 2855 of the Civil Code and account statements on mortgages
Cessione di Crediti Deteriorati e Portafogli di Crediti Deteriorati e Misti - Cessione Portafoglio e Single Name sopra e sotto soglia - Attività di Post Closing - Reportistica e Monitoraggio,Disposal of Impaired Loans and Portfolios of Non-Performing and Mixed Loans - Portfolio and Single Name Disposal above and below the threshold - Post Closing Activities - Reporting and Monitoring
Libretti di Risparmio - Rinnovo,Savings Accounts - Renewal
Gestione studi e ricerche - Invio degli studi in bozza all'emittente,Studies and research management - Sending draft studies to the issuer
Predisposizione ed invio Flusso Segnaletico MiFID II -Transaction Reporting (TR) e Post-Trade Transparency (PTT),Preparation and sending of MiFID II Reporting Flow - Transaction Reporting (TR) and Post-Trade Transparency (PTT)
Acquisizione ed installazione Asset fisici,Acquisition and installation of physical assets
