risk,riskID,riskType,financialDisclosureRisk
Basic provision of inconsistent signage,104140,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data,101309,Financial Information Risk (ex 262/2005),True
Incorrect signage flow,100478,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,102973,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,104136,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,104134,Financial Information Risk (ex 262/2005),True
Incomplete and/or incorrect data consolidation,104137,Financial Information Risk (ex 262/2005),True
Inconsistent consolidated data,104138,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,103371,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,104552,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete data,104551,Financial Information Risk (ex 262/2005),True
Incorrect data entered,104133,Financial Information Risk (ex 262/2005),True
Report submission incomplete and/or incorrect,104141,Other risks (operational),False
Incorrect and/or incomplete data,104135,Financial Information Risk (ex 262/2005),True
Incorrect and inconsistent financial data,101535,Legal and non-compliance,False
Possible differences between internal evidence and Clearstream,100852,Financial Information Risk (ex 262/2005),True
Failure to receive confirmation from Clearstream,102532,Financial Information Risk (ex 262/2005),True
Correct and consistent feeding of ledgers,104689,Financial Information Risk (ex 262/2005),True
Mismatched stock positions,100853,Financial Information Risk (ex 262/2005),True
Misalignment between pre-confirmation and data entered in FO systems,102485,Financial Information Risk (ex 262/2005),True
Accounts not reconciled,102993,Financial Information Risk (ex 262/2005),True
Deviations from the historical trend,101187,Other risks (operational),False
Incorrect sum of stipulations,100302,Financial Information Risk (ex 262/2005),True
Index import correct or incomplete,104362,Financial Information Risk (ex 262/2005),True
Incorrect data,100477,Financial Information Risk (ex 262/2005),True
Inconsistent/correct data,100476,Financial Information Risk (ex 262/2005),True
"Expenditure and introduction into the State, without concert, of counterfeit coins",104639,Other risks (operational),False
Spending of counterfeit coins received in good faith,104640,Other risks (operational),False
Spending of counterfeit coins received in good faith,101909,Other risks (operational),False
"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",101914,Other risks (operational),False
Spending of counterfeit coins received in good faith,100394,Other risks (operational),False
Alteration of coins,100395,Other risks (operational),False
"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",100396,Other risks (operational),False
Spending of counterfeit coins received in good faith,102707,Other risks (operational),False
Alteration of coins,102708,Other risks (operational),False
"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",102706,Other risks (operational),False
Spending of counterfeit coins received in good faith,101908,Other risks (operational),False
"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",101907,Other risks (operational),False
"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",101912,Other risks (operational),False
Spending of counterfeit coins received in good faith,101911,Other risks (operational),False
"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",101913,Other risks (operational),False
Spending of counterfeit coins received in good faith,101910,Other risks (operational),False
Spending of counterfeit coins received in good faith,104251,Other risks (operational),False
"Counterfeiting of coins, expenditure and introduction into the State (with prior agreement and/or without agreement) of counterfeit coins",104249,Other risks (operational),False
Alteration of coins,104250,Other risks (operational),False
Inaccuracy of processed data,102685,Other risks (operational),False
Not published,104018,Other risks (operational),False
Concordance opinion not collected,101375,Financial Information Risk (ex 262/2005),True
Update not done,103166,Other risks (operational),False
Non-compliance with the Rules,100168,Financial Information Risk (ex 262/2005),True
Incorrect / incomplete data entry,100758,Other risks (operational),False
Failure to produce the transfer agreement,101025,Legal and non-compliance,False
Incorrect accounting of the tax credit,105258,Financial Information Risk (ex 262/2005),True
Wrong acquisition of contracts/documentation,100187,Legal and non-compliance,False
Incomplete/outdated documentation and verifications,104082,Financial Information Risk (ex 262/2005),True
Incorrect proposed resolution,102770,Financial Information Risk (ex 262/2005),True
Resolution carried out without management faculties,104022,Financial Information Risk (ex 262/2005),True
 Incorrect registration of the resolution,104023,Financial Information Risk (ex 262/2005),True
Incorrect and/or incomplete resolution with respect to what was entered in the system,100548,Financial Information Risk (ex 262/2005),True
Incorrect proposed resolution,104083,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete preparation of documentation,103716,Other risks (operational),False
Failure to deliver within the established deadlines,104545,Financial Information Risk (ex 262/2005),True
Incorrect/incomplete preparation of documentation,104546,Other risks (operational),False
Failure to register the enforcement procedure with a positive outcome,105308,Financial Information Risk (ex 262/2005),True
Rejects from QDH Quadrature Flows,105386,Financial Information Risk (ex 262/2005),True
Branch opening block,100219,Other risks (operational),False
Incorrect and/or incomplete data upload,102705,Financial Information Risk (ex 262/2005),True
Incorrect or complete ratings,104043,Financial Information Risk (ex 262/2005),True
Registration and payment not made on time,104038,Other risks (operational),False
Failure to validate the questionnaires,103249,Legal and non-compliance,False
Incorrect data indicated in the declaration and/or failure to meet the required requirements,103874,Other risks (operational),False
Incomplete or incorrect documentation,104577,Other risks (operational),False
Delay in providing documentation,105174,Other risks (operational),False
Incomplete or non-exhaustive documentation,105175,Other risks (operational),False
Incomplete or incorrect documentation,104941,Other risks (operational),False
Production of documentation on time,103100,Other risks (operational),False
Provision of documentation within the established times,103101,Other risks (operational),False
Incomplete or incorrect documentation,103102,Other risks (operational),False
Ascertain the service mode in the foreign market,103220,Legal and non-compliance,False
Management of the negotiation not compliant with the rules and the service model,102027,Other risks (operational),False
Verify the presence of the Legal Opinion,103221,Other risks (operational),False
Permanence of compromised machines within the perimeter of the managed systems,101378,Other risks (operational),False
Dissemination of phishing/spam campaigns on the perimeter of managed systems,100377,Other risks (operational),False
Personal data not updated,104995,Other risks (operational),False
Incorrect accounting,104753,Financial Information Risk (ex 262/2005),True
Incorrect data,104927,Financial Information Risk (ex 262/2005),True
