controlCategory,controlType,controLPeriodocityEnglish,control,controlID
Other,Semi-automatic,Per event,Check pairing anomalies and/or suspensions,705
Other,Manual,Per event,Checking the outcome of checking the validity of the Due Diligence forms,1746
Other,Manual,Per event,Completeness check of the data entered and log the information,1768
Other,Manual,Per event,Carry out the fulfilments foreseen in terms of Anti Financial Crime (AFC),234
Other,Manual,Per event,Carry out Anti Financial Crime (AFC) checks and controls,115
Operational,Manual,Per event,Check that the status of the check has been changed,849
Other,Manual,Per event,Checks and compliance with anti-money laundering and countering the financing of terrorism,1747
Operational,Manual,Per event,Check correct execution and verify entered data,399
Operational,Manual,Per event,Check that the status of the assembly has changed,848
Operational,Manual,Per event,Verify congruity between transferor mandate and customer instructions,2358
Other,Missing,Missing,Verify NDA contents,2198
Other,Manual,Missing,Verify that the IB&SF manager has obtained the consent to the application of the commission not in line with the DCM Commission Tables.,2779
Other,Semi-automatic,Daily,Analyze the anomalies found in the risk analysis,65
Other,Manual,Per event,Verify consistency of the add-on calculation with respect to the standard methodology,2380
Other,Semi-automatic,Daily,Check the alert mails and daily logs generated by the system during the calculation process,921
Other,Manual,Per event,Analyze PFE measurement reports,41
Other,Manual,Per event,Verify the correct accounting of the PAV,3157
Other,Manual,Per event,Verify the correctness of accounting and management of the PAV,3570
Other,Manual,Per event,Verify the correct and complete compilation of the worksheets,3211
Other,Manual,Per event,Verify the correct determination of the amount of withholding taxes to be paid or credited,3326
Other,Manual,Per event,Verify the payment of withholding taxes,3950
Other,Manual,Per event,Ensure correct and timely payment to the treasury,1795
Operational,Manual,Per event,Verify proper verification imputation,2685
Other,Missing,Missing,Carry out Volcker Rule monitoring and carry out a II level check,117
Operational,Manual,Per event,Verify the correct arrangement of the anomalies,3245
Other,Manual,Per event,Verify fulfillment execution,2615
Other,Missing,Missing,Verify the correct and complete compilation of the file useful for the declaration and settlement,3209
Other,Missing,Missing,Verify the absence of anomalies and rejects in the electronic transmission,2911
Other,Missing,Missing,Verify that you have received the requested information,2902
Other,Missing,Missing,Verify the correct and complete compilation of the Ministerial Model,3206
Other,Semi-automatic,Annualy,Verify the formal correctness of the Ministerial Model and the absence of blocking errors on the diagnostic,3898
Other,Manual,Annualy,Check the accounting of the position,895
Other,Manual,Per event,Check documentation sent to the Region,464
Other,Manual,Per event,Oversee system reporting,1983
Other,Manual,Per event,Verify the data of the appraisal and the costs incurred,3842
Other,Manual,Per event,Verify the formal completeness of the documentation for subsidized mortgages,3896
Other,Manual,Per event,Verify the formal completeness of the documentation for non-subsidised mortgages,3895
Other,Manual,Per event,Verify the correctness of making the sum available to the customer for Mortgages with deferred release,3574
Other,Manual,Per event,Check the correct acquisition/loading of the guarantee in the procedure,1149
Other,Manual,Weekly,Check the list of unworked items,1481
Other,Manual,Per event,Verify the correctness of the assumptions for uploading the prejudicial event or negative symptom,3616
Other,Missing,Missing,Verify the consistency of the data,3112
Other,Missing,Missing,Verify the consistency of the socio-income data,3133
Other,Missing,Missing,Annually evaluate the security measures adopted in relation to the evolution of threats,82
Other,Missing,Missing,Carry out a periodic review of high-risk treatments,122
Other,Semi-automatic,Per event,Check the correct and complete labeling and subsequent uploading of the Intended Use and Relevance of the Data,1161
Other,Semi-automatic,Per event,Check the correct and complete census of the Logical Horizontal Data Lineage,1152
Other,Semi-automatic,Per event,Check the correct and complete census of the Vertical Data Lineage,1155
Other,Semi-automatic,Per event,Check the correct and complete census of the Physical Horizontal Data Lineage,1153
Other,Semi-automatic,Per event,Check the correct labeling of the Key Data Elements,1195
Other,Semi-automatic,Per event,Check the correct and complete census of the Technical Assets,1154
Other,Semi-automatic,Per event,Check the correct and complete dictionarization of the Business Terms,1156
Operational,Missing,Missing,Perform sampling checks for shipping notices,2018
Operational,Missing,Missing,Carry out sampling checks on shipping notices,212
Operational,Missing,Missing,Carry out random checks on shipping notices,209
Other,Manual,Per event,Verify the correctness of the response to be sent to the requesting Authority.,3783
Operational,Manual,Per event,Check documentation,460
Other,Manual,Per event,Verify conditions for accrual to risk funds,2351
Other,Manual,Per event,Evaluate threshold crossing,1822
Other,Manual,Per event,Verify the completeness and correctness of the information to the reference Management Committee of the <soft limit> indicator (orange area),3024
Other,Manual,Per event,Verify the completeness and correctness of the information to the reference Management Committee of the intervention actions <hard limit> (red area),3025
Other,Manual,Per event,Check the documentation to be sent,1408
Other,Manual,Annualy,Verify the calculation of the indicators and the Annual Report,2974
Other,Semi-automatic,Monthly,Check the correctness of the database sent,1267
Other,Manual,Per event,Check calculation on present value,359
Other,Manual,Annualy,Check annual report data for accruals,340
Other,Manual,Per event,Carry out checks for the purpose of certifying the Servicer Report,143
Other,Semi-automatic,Quarterly,Check suitability calculation,755
Other,Semi-automatic,Monthly,Verify the correct completion of the data load relating to the securities,3296
Other,Manual,Half yearly,Check the capitalization range,964
Other,Manual,Monthly,Reconcile data,2061
Other,Semi-automatic,Per event,Check the test results,1677
Other,Semi-automatic,Monthly,Check the correct completion of the credit data,1177
Operational,Manual,Per event,Check the outcome of the technical analysis,1524
Operational,Manual,Per event,Carry out checks on the subject of /Aml /CTF or Countering the Financing of Terrorism,160
Other,Semi-automatic,Quarterly,"Verify the completeness and formal correctness of the data present in the phases and forms, including information relating to Calendar Provisioning",3037
Other,Semi-automatic,Quarterly,"Verify the behavioral consistency of the data present in the phases and forms, including information relating to Calendar Provisioning",2970
Other,Manual,Quarterly,Monitor receipt of phases and forms,1926
Other,Manual,Quarterly,Verify and validate the reporting flow,2272
Other,Manual,Quarterly,Check that the data has been certified,801
Other,Semi-automatic,Quarterly,Check the consistency of the COREP_OF_CON and FRTC bases,1091
Other,Manual,Quarterly,Check the correctness of the determined values,1269
Other,Semi-automatic,Quarterly,Check the correct compilation of the operational risks phase,1176
Other,Semi-automatic,Quarterly,Verify that the expected loss threshold has been exceeded,2828
Operational,Semi-automatic,Daily,Square FO and BO position balances,2101
Other,Semi-automatic,Daily,Check the locations on the FO system,1487
Other,Manual,Per event,Check that the confirmation has been acquired,793
Operational,Semi-automatic,Daily,Balancing deals on FO and BO systems,102
Other,Manual,Per event,Check off the transaction entered in the FO/MO systems,696
Other,Semi-automatic,Per event,Check for discrepancies,561
Other,Missing,Missing,Check the origin of the deviations,1513
Other,Manual,Per event,Check the correct balance of the summary statement,1166
