risk,riskID,riskType,financialDisclosureRisk
Risk of incorrect data in the event of renegotiation Agricultural Loans guaranteed by ISMEA,2719,Financial Information Risk (ex 262/2005),True
Failure to complete guarantees,498,Financial Information Risk (ex 262/2005),True
TEG beyond the threshold following the preparation of the contract,2810,Financial Information Risk (ex 262/2005),True
Presence of unauthorized trespassing,2588,Financial Information Risk (ex 262/2005),True
Difference between accounted for/arranged.,320,Financial Information Risk (ex 262/2005),True
Accounting Groups not validated/signed,71,Financial Information Risk (ex 262/2005),True
Missing signatures and/or invalid signatures on Transfers with digital signature,2314,Other risks (operational),False
Lack of signatures and/or invalid signatures on Paper Transfers or without digital signature,2181,Other risks (operational),False
Failure to Assign the Assignment,441,Other risks (operational),False
Presentation with anomalies and errors,2595,Financial Information Risk (ex 262/2005),True
Presence of inconsistent data,2559,Other risks (operational),False
Check the TOP Client List,183,Other risks (operational),False
Incorrect or missing funds,1798,Other risks (operational),False
Possible incorrect calculation of extinction,2493,Financial Information Risk (ex 262/2005),True
Wrong booking of extinction,2971,Financial Information Risk (ex 262/2005),True
Data correctness,260,Financial Information Risk (ex 262/2005),True
Wrong closing state,3008,Financial Information Risk (ex 262/2005),True
Wrong Supplier/Dealer classification and lack of Privacy,2931,Other risks (operational),False
Incorrectly loaded data resulting in incorrect rating calculation,2104,Other risks (operational),False
Incorrect or missing entry of the waiver,1797,Financial Information Risk (ex 262/2005),True
Wrong or missing insertion of the revocation,3134,Financial Information Risk (ex 262/2005),True
Non-Transferable Titles,2360,Financial Information Risk (ex 262/2005),True
Securities not registered on the Front system,2758,Financial Information Risk (ex 262/2005),True
Exceeding 10% on the total of the subordinated issue and the authorized limit,392,Financial Information Risk (ex 262/2005),True
Wrong incomplete system data,3097,Financial Information Risk (ex 262/2005),True
Incomplete provisions,914,Other risks (operational),False
Incomplete and/or inconsistent contributions,789,Other risks (operational),False
Incomplete and/or inconsistent report,793,Other risks (operational),False
Invalid resignation reason,2129,Other risks (operational),False
Disposal of folders still in use,330,Other risks (operational),False
Incomplete data import,844,Financial Information Risk (ex 262/2005),True
Inconsistent contribution of data from Info Provider and/or Trader,991,Financial Information Risk (ex 262/2005),True
Incorrect sums received,1972,Financial Information Risk (ex 262/2005),True
Erroneous / incomplete update of tables,358,Financial Information Risk (ex 262/2005),True
Incorrect or incomplete processing of flows,1776,Financial Information Risk (ex 262/2005),True
Inconsistency of the comment with the data,974,Financial Information Risk (ex 262/2005),True
Inadequate analyzes or incorrect entry of data into the Credit portal,759,Financial Information Risk (ex 262/2005),True
Wrong/incomplete update of BIA/TSA/AMA perimeter,3242,Financial Information Risk (ex 262/2005),True
Risk of incorrect/incomplete loading of the set of indicators in ISIDORO,2724,Financial Information Risk (ex 262/2005),True
Risk of inconsistency between received IR data,2707,Financial Information Risk (ex 262/2005),True
Incomplete/incorrect information,939,Other risks (operational),False
Uncertified data,2856,Other risks (operational),False
Exceeding tolerance thresholds,400,Other risks (operational),False
"Incorrect data flow loading - Processing result ""KO""",1445,Other risks (operational),False
Failure to close suspended,489,Financial Information Risk (ex 262/2005),True
Proliferation of the suspended,2616,Financial Information Risk (ex 262/2005),True
Wrong or incomplete file,3129,Other risks (operational),False
Incorrect sending of data,1934,Financial Information Risk (ex 262/2005),True
Incorrect final data,1605,Financial Information Risk (ex 262/2005),True
Check the capacity of the budget,184,Financial Information Risk (ex 262/2005),True
Verify ownership of subscriptions,2901,Other risks (operational),False
Calculation performed on incomplete and/or incorrect data perimeter,161,Other,False
Incorrect completion of the Base Prospectus,1383,Financial Information Risk (ex 262/2005),True
Outdated base prospectus,2443,Financial Information Risk (ex 262/2005),True
Incorrect compilation of documents approved by Consob,1368,Financial Information Risk (ex 262/2005),True
Incorrect compilation of the Information Note,1371,Financial Information Risk (ex 262/2005),True
Incorrect compilation of the Application Form,1370,Financial Information Risk (ex 262/2005),True
Incorrect compilation of the Summary Note,1374,Financial Information Risk (ex 262/2005),True
Incorrect compilation of the Registration Document,1372,Financial Information Risk (ex 262/2005),True
Registration document not updated,2644,Financial Information Risk (ex 262/2005),True
Possible operations carried out by subjects without the necessary powers,2509,Legal and non-compliance,False
Failure to comply with pre-established investment thresholds,512,Other risks (operational),False
Incorrect supply of internal dashboard for unmanaged entities,1976,Financial Information Risk (ex 262/2005),True
Incorrect power supply to the internal dashboard,1844,Financial Information Risk (ex 262/2005),True
Incorrect definition of the corporate perimeter,1479,Financial Information Risk (ex 262/2005),True
Errors in conflict detections,371,Other risks (operational),False
Failure to receive relevant information,637,Other risks (operational),False
Failure to upload relevant data,693,Other risks (operational),False
Incorrect or missing long positions,1799,Other risks (operational),False
Incorrect or incomplete acquisition of input streams,1737,Other risks (operational),False
Incorrect power supply to the Static Pool,1843,Other risks (operational),False
Report not received by the Bank of Italy,2660,Other risks (operational),False
Failure to carry out assessment activities on all suppliers planned for the year,479,Other risks (operational),False
Incorrect additions/deletions of data,1155,Other risks (operational),False
Failure to comply with EMIR,504,Legal and non-compliance,False
Wrong issue,3104,Legal and non-compliance,False
Lack of governance of the request management process,2170,Other risks (operational),False
Handling requests undisciplined,737,Other risks (operational),False
Failure to meet SLAs and technical quality,593,Other risks (operational),False
Failure to manage non-ordinary activities,589,Other risks (operational),False
Incorrect customer communication,1411,Other risks (operational),False
Possible violation of the Anti-Money Laundering / CFT legislation,2524,Other risks (operational),False
Acknowledgment of receipt to the assignor (acknowledgement of receipt) and notice to the drawee incorrect,79,Other risks (operational),False
Incomplete delegations,855,Other risks (operational),False
Lack of definition of plan timing or resolution of risk situations,2162,Other risks (operational),False
Incorrect/incomplete data entry,2073,Financial Information Risk (ex 262/2005),True
Incorrect and/or missing data,1234,Other risks (operational),False
Incorrect census of guarantees,1334,Financial Information Risk (ex 262/2005),True
Risk of failure to reconcile the collection movements in current accounts and the collection movements of NCG collection accounts fed by the applications involved.,2699,Financial Information Risk (ex 262/2005),True
